MarriageStatus,age,sex,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,label
1,27,1,0,0.0,0.0,0.0,0.315789474,0.280761387,0.00010543,1,1
1,37,1,1,0.0,0.0,0.0,0.078947368,0.278721958,0.000421719,1,0
2,33,1,1,0.0,0.0,0.0,0.078947368,0.220258328,0.007485503,1,1
2,32,1,0,0.0,0.230769231,0.0,0.184210526,0.280761387,0.00010543,1,0
3,61,1,0,0.0,0.0,0.0,0.368421053,0.280761387,0.00010543,0,0
1,31,1,0,0.0,0.0,0.0,0.605263158,0.281441196,0.0,1,1
1,24,0,0,0.0,0.0,0.0,0.0,0.280761387,0.00010543,0,0
2,25,1,0,0.0,0.0,0.0,0.105263158,0.280761387,0.00010543,0,1
1,36,1,1,0.0,0.0,0.0,0.157894737,0.264445955,0.00274117,1,0
2,64,1,0,0.0,0.0,0.0,0.0,0.280761387,0.00010543,0,0
2,33,1,0,0.0,0.153846154,0.117647059,0.421052632,0.280761387,0.00010543,1,1
1,27,1,1,0.0,0.076923077,0.176470588,0.157894737,0.280761387,0.00010543,1,0
1,20,0,0,0.0,0.0,0.0,0.0,0.280761387,0.00010543,1,0
6,43,1,1,0.0,0.0,0.0,0.289473684,0.314751869,0.005904059,1,1
1,26,1,1,0.0,0.0,0.0,0.052631579,0.280761387,0.00010543,1,1
1,40,0,0,0.0,0.0,0.0,0.052631579,0.280761387,0.00010543,1,0
1,23,1,1,0.0,0.0,0.0,0.0,0.278721958,0.000421719,1,0
1,39,0,0,0.0,0.076923077,0.0,0.184210526,0.358939497,0.009699526,1,0
1,21,1,1,0.0,0.0,0.0,0.0,0.280761387,0.000210859,1,1
1,27,1,0,0.0,0.0,0.0,0.105263158,0.281441196,0.0,1,1
1,29,0,1,0.0,0.0,0.0,0.289473684,0.279401768,0.000316289,1,1
1,31,1,0,0.0,0.0,0.058823529,0.263157895,0.280761387,0.00010543,1,1
1,36,1,1,0.0,0.0,0.0,0.105263158,0.339225017,0.013284133,0,1
1,37,1,0,0.0,0.0,0.0,0.289473684,0.280761387,0.00010543,1,1
1,30,0,0,0.0,0.0,0.0,0.105263158,0.278042148,0.000527148,1,0
1,24,1,0,0.0,0.076923077,0.0,0.026315789,0.280761387,0.00010543,1,0
1,32,1,0,0.0,0.0,0.0,0.289473684,0.280081577,0.000210859,1,1
1,23,1,0,0.0,0.0,0.0,0.0,0.280761387,0.00010543,0,1
1,55,1,1,0.0,0.0,0.0,0.0,0.280761387,0.00010543,0,0
2,52,1,0,0.0,0.0,0.0,0.052631579,0.278042148,0.000527148,1,0
1,23,1,0,0.0,0.0,0.0,0.026315789,0.281441196,0.0,1,1
1,21,1,0,0.0,0.0,0.0,0.0,0.280761387,0.00010543,1,0
1,37,1,0,0.0,0.0,0.0,0.0,0.280761387,0.00010543,1,1
1,32,1,1,0.05,0.0,0.0,0.289473684,0.382732835,0.013389562,1,1
1,23,1,0,0.0,0.0,0.0,0.0,0.280761387,0.00010543,1,1
1,34,1,0,0.0,0.0,0.0,0.052631579,0.280761387,0.00010543,1,0
1,23,1,0,0.0,0.0,0.0,0.131578947,0.250849762,0.004744333,1,1
1,59,1,0,0.0,0.0,0.0,0.105263158,0.280081577,0.000210859,1,1
1,37,1,1,0.0,0.0,0.0,0.0,0.280761387,0.00010543,0,0
3,51,1,0,0.0,0.0,0.0,0.210526316,0.280761387,0.00010543,0,1
1,32,0,0,0.0,0.0,0.0,0.0,0.280761387,0.00010543,0,0
1,47,1,1,0.0,0.0,0.0,0.131578947,0.069340585,0.032894043,1,1
1,29,1,0,0.0,0.0,0.0,0.0,0.281441196,0.0,0,0
1,28,1,0,0.0,0.0,0.0,0.026315789,0.281441196,0.0,1,0
2,36,0,0,0.0,0.0,0.0,0.026315789,0.280761387,0.00010543,0,0
1,31,0,0,0.0,0.0,0.0,0.105263158,0.281441196,0.0,1,0
1,23,1,0,0.0,0.153846154,0.058823529,0.078947368,0.280761387,0.00010543,0,1
1,26,1,0,0.0,0.0,0.0,0.263157895,0.280761387,0.00010543,1,1
1,25,1,1,0.0,0.0,0.058823529,0.052631579,0.281441196,0.00010543,1,0
1,31,1,0,0.0,0.0,0.0,0.0,0.281441196,0.0,0,0
1,27,1,0,0.05,0.0,0.0,0.157894737,0.281441196,0.0,1,1
1,45,0,0,0.0,0.0,0.0,0.052631579,0.280761387,0.00010543,1,0
2,57,0,1,0.0,0.0,0.0,0.0,0.278042148,0.000527148,0,0
1,26,1,0,0.0,0.0,0.0,0.0,0.280761387,0.00010543,0,0
1,28,1,0,0.0,0.0,0.0,0.078947368,0.280761387,0.00010543,0,1
1,22,1,0,0.0,0.0,0.0,0.0,0.281441196,0.00010543,1,1
2,56,1,0,0.0,0.0,0.0,0.421052632,0.280761387,0.00010543,1,0
1,25,1,0,0.0,0.0,0.0,0.105263158,0.212100612,0.00010543,1,1
5,40,1,0,0.0,0.0,0.0,0.0,0.280761387,0.00010543,1,0
1,37,1,0,0.0,0.0,0.0,0.526315789,0.281441196,0.0,1,1
1,29,0,0,0.0,0.0,0.0,0.0,0.281441196,0.0,0,0
1,55,1,0,0.0,0.0,0.0,0.210526316,0.280761387,0.00010543,1,1
1,50,1,1,0.0,0.0,0.0,0.026315789,0.280761387,0.00010543,0,0
1,38,0,0,0.0,0.0,0.0,0.0,0.280761387,0.00010543,0,0
1,56,1,1,0.0,0.0,0.0,0.0,0.280761387,0.00010543,1,0
1,25,1,0,0.0,0.0,0.0,0.078947368,0.280761387,0.00010543,1,1
1,27,1,0,0.0,0.0,0.0,0.184210526,0.281441196,0.0,1,1
7,63,1,1,0.0,0.0,0.0,0.052631579,0.279401768,0.000316289,1,0
1,24,1,0,0.0,0.0,0.058823529,0.026315789,0.280761387,0.00010543,1,1
1,22,1,0,0.0,0.0,0.0,0.026315789,0.280761387,0.00010543,0,1
1,27,1,0,0.0,0.0,0.0,0.052631579,0.280761387,0.00010543,1,1
1,33,1,1,0.0,0.0,0.0,0.0,0.281441196,0.0,0,1
1,40,1,0,0.0,0.0,0.0,0.526315789,0.280761387,0.00010543,1,0
1,40,0,0,0.0,0.0,0.0,0.026315789,0.231815092,0.007696363,1,0
1,34,1,0,0.0,0.0,0.0,0.052631579,0.280761387,0.00010543,1,0
1,27,1,1,0.0,0.0,0.0,0.0,0.280761387,0.00010543,1,1
1,25,1,0,0.0,0.0,0.0,0.0,0.280761387,0.00010543,0,0
2,43,1,1,0.0,0.0,0.0,0.052631579,0.253569001,0.004322615,1,0
1,40,1,0,0.0,0.0,0.0,0.0,0.280761387,0.00010543,1,0
1,29,0,1,0.0,0.0,0.0,0.052631579,0.280761387,0.00010543,1,1
5,24,1,0,0.0,0.0,0.117647059,0.052631579,0.280761387,0.00010543,1,1
1,22,1,1,0.0,0.0,0.176470588,0.026315789,0.280761387,0.00010543,1,1
1,39,0,1,0.0,0.0,0.0,0.105263158,0.280081577,0.000210859,1,1
1,21,1,0,0.0,0.0,0.0,0.026315789,0.267165194,0.002319452,1,1
1,30,0,0,0.0,0.0,0.0,0.184210526,0.280761387,0.00010543,0,1
1,26,1,0,0.0,0.0,0.058823529,0.052631579,0.276682529,0.000738007,1,0
1,24,1,0,0.0,0.0,0.117647059,0.052631579,0.280761387,0.00010543,0,1
1,29,1,1,0.0,0.0,0.0,0.131578947,0.281441196,0.0,1,0
1,25,1,1,0.0,0.0,0.0,0.131578947,0.280761387,0.000421719,1,1
7,35,1,0,0.0,0.0,0.0,0.026315789,-1.0,0.00010543,0,0
1,26,0,1,0.0,0.0,0.0,0.078947368,0.280761387,0.00010543,1,1
1,26,1,0,0.0,0.0,0.0,0.026315789,0.280761387,0.00010543,0,1
1,24,1,0,0.0,0.0,0.0,0.026315789,0.280761387,0.00010543,0,1
1,45,1,0,0.0,0.0,0.0,0.0,-1.0,-1.0,0,1
1,59,0,1,0.0,0.0,0.0,0.0,0.280761387,0.00010543,0,0
1,26,1,0,0.0,0.076923077,0.117647059,0.131578947,0.280761387,0.00010543,1,1
1,38,1,0,0.0,0.0,0.0,0.0,0.280761387,0.00010543,0,1
1,26,1,0,0.05,0.076923077,0.0,0.263157895,0.280761387,0.00010543,1,1
1,25,1,0,0.0,0.0,0.0,0.026315789,0.271923861,0.001476015,1,0
1,32,1,1,0.0,0.0,0.0,0.131578947,0.281441196,0.0,1,1
1,42,0,0,0.0,0.0,0.0,0.052631579,0.280761387,0.00010543,0,0
1,25,1,0,0.0,0.0,0.0,0.026315789,0.280761387,0.00010543,1,1
1,31,1,1,0.0,0.0,0.0,0.105263158,0.280761387,0.00010543,1,1
1,22,1,0,0.0,0.0,0.0,0.289473684,0.281441196,0.00010543,1,1
1,28,1,1,0.0,0.076923077,0.0,0.236842105,0.280761387,0.00010543,0,0
1,25,1,0,0.0,0.076923077,0.0,0.157894737,0.280761387,0.000210859,1,1
1,21,1,0,0.0,0.0,0.0,0.026315789,0.280761387,0.00010543,1,0
1,35,1,0,0.0,0.0,0.0,0.184210526,0.280761387,0.00010543,1,0
1,50,1,1,0.0,0.0,0.0,0.0,0.280761387,0.00010543,1,0
7,50,0,1,0.0,0.0,0.0,0.0,0.279401768,0.000421719,0,1
1,48,1,0,0.0,0.0,0.0,0.263157895,0.281441196,0.0,1,0
1,30,1,1,0.0,0.0,0.0,0.026315789,0.280761387,0.00010543,1,0
6,54,1,1,0.0,0.0,0.0,0.0,0.281441196,0.0,0,0
1,28,0,0,0.0,0.0,0.0,0.0,0.281441196,0.0,0,0
1,36,1,1,0.0,0.0,0.0,0.105263158,-1.0,0.049024776,0,0
1,56,1,1,0.0,0.0,0.0,0.157894737,0.280761387,0.00010543,1,0
1,26,1,1,0.0,0.0,0.0,0.0,0.280761387,0.00010543,0,0
1,30,1,0,0.0,0.0,0.0,0.105263158,0.281441196,0.0,1,0
1,19,0,1,0.05,0.076923077,0.0,0.026315789,0.376614548,0.010542963,0,1
1,33,1,0,0.0,0.0,0.0,0.0,0.281441196,0.00010543,1,1
1,28,1,0,0.0,0.0,0.0,0.210526316,0.280761387,0.00010543,1,1
1,24,0,1,0.0,0.0,0.0,0.026315789,0.259687288,0.003373748,0,1
1,49,1,0,0.0,0.0,0.0,0.289473684,0.280761387,0.00010543,0,1
1,22,1,0,0.0,0.0,0.0,0.026315789,0.290278722,0.00010543,1,0
1,39,1,0,0.0,0.0,0.0,0.078947368,0.280761387,0.00010543,1,0
1,22,0,0,0.0,0.0,0.0,0.0,0.280761387,0.00010543,0,0
1,39,1,0,0.0,0.0,0.0,0.0,0.280761387,0.00010543,0,0
